800 0.0995737 0.109701 0.088723
850 0.186155 0.199792 0.171959
900 0.321169 0.336767 0.305251
950 0.494595 0.510466 0.478712
1000 0.669331 0.685252 0.65365
1050 0.807204 0.821296 0.793123
1100 0.896481 0.907006 0.88558
1150 0.947125 0.954022 0.939674
1200 0.973719 0.977875 0.969039
1250 0.987119 0.989497 0.984334
1300 0.993731 0.995048 0.99213
1350 0.996959 0.997672 0.996061
1400 0.998528 0.998908 0.998032
1450 0.999288 0.999488 0.999017
1500 0.999655 0.99976 0.99951
1550 0.999833 0.999888 0.999755
1600 0.999919 0.999947 0.999878
1650 0.999961 0.999975 0.999939
1700 0.999981 0.999988 0.99997
1750 0.999991 0.999995 0.999985
1800 0.999996 0.999997 0.999992
1850 0.999998 0.999999 0.999996
1900 0.999999 0.999999 0.999998
1950 1 1 0.999999
2000 1 1 1
2050 1 1 1
2100 1 1 1
2150 1 1 1
2200 1 1 1
2250 1 1 1
2300 1 1 1
2350 1 1 1
2400 1 1 1
2450 1 1 1
2500 1 1 1
2550 1 1 1
2600 1 1 1
2650 1 1 1
2700 1 1 1
2750 1 1 1
2800 1 1 1
2850 1 1 1
2900 1 1 1
2950 1 1 1
