50 0.102 0.130157 0.0738436
52 0.10024 0.126932 0.0735466
54 0.0985446 0.123824 0.0732651
56 0.0969158 0.120834 0.0729979
58 0.0953529 0.117962 0.0727436
60 0.0938561 0.115211 0.0725007
62 0.0924252 0.112583 0.0722674
64 0.0910605 0.110079 0.0720419
66 0.0897617 0.107701 0.071822
68 0.0885289 0.105452 0.0716055
70 0.0873622 0.103335 0.0713898
72 0.0862615 0.10135 0.0711726
74 0.0852268 0.0995026 0.070951
76 0.0842581 0.0977936 0.0707227
78 0.0833555 0.0962256 0.0704853
80 0.0825189 0.0948005 0.0702372
82 0.0817483 0.0935192 0.0699773
84 0.0810437 0.0923819 0.0697055
86 0.0804051 0.0913874 0.0694228
88 0.0798326 0.0905331 0.069132
90 0.0793261 0.0898153 0.0688369
92 0.0788856 0.0892284 0.0685427
94 0.0785111 0.0887662 0.068256
96 0.0782026 0.0884213 0.067984
98 0.0779602 0.088186 0.0677344
100 0.0777838 0.0880523 0.0675153
102 0.0776734 0.0880125 0.0673343
104 0.077629 0.0880594 0.0671987
106 0.0776507 0.088186 0.0671154
108 0.0777384 0.0883862 0.0670905
110 0.0778921 0.0886546 0.0671296
112 0.0781118 0.0889863 0.0672373
114 0.0783975 0.0893771 0.0674179
116 0.0787493 0.0898236 0.067675
118 0.0791671 0.0903224 0.0680117
120 0.0796509 0.0908712 0.0684306
122 0.0802007 0.0914676 0.0689338
124 0.0808165 0.0921099 0.0695232
126 0.0814984 0.0927917 0.0702051
128 0.0822463 0.0935132 0.0709794
130 0.0830602 0.0942805 0.0718399
132 0.0839401 0.0950955 0.0727848
134 0.0848861 0.0959604 0.0738118
136 0.0858981 0.0968777 0.0749184
138 0.086976 0.0978506 0.0761015
140 0.0881201 0.0988826 0.0773576
142 0.0893301 0.0999779 0.0786823
144 0.0906062 0.101141 0.0800709
146 0.0919482 0.102379 0.0815179
148 0.0933563 0.103695 0.0830172
150 0.0948305 0.105099 0.084562
152 0.0963706 0.106596 0.0861449
154 0.0979768 0.108195 0.0877581
156 0.099649 0.109904 0.0893939
158 0.101387 0.11173 0.0910443
160 0.103191 0.113681 0.0927022
162 0.105062 0.115762 0.0943611
164 0.106998 0.11798 0.0960157
166 0.109 0.120338 0.097662
168 0.111069 0.12284 0.0992976
170 0.113203 0.125485 0.100921
172 0.115403 0.128273 0.102533
174 0.11767 0.131205 0.104134
176 0.120002 0.134278 0.105726
178 0.1224 0.137489 0.107312
180 0.124865 0.140837 0.108893
182 0.127395 0.144319 0.110472
184 0.129992 0.147932 0.112052
186 0.132654 0.151673 0.113636
188 0.135383 0.155541 0.115225
190 0.138177 0.159533 0.116822
192 0.141038 0.163647 0.118429
194 0.143965 0.167882 0.120047
196 0.146957 0.172237 0.121678
198 0.150016 0.176709 0.123323
